file,channel,duration,start,end
datafile002.ns6,ch_25,0.0748000000000002,2.9659666666666666,3.040766666666667
datafile002.ns6,ch_25,0.017066666666664787,22.259133333333335,22.2762
datafile002.ns6,ch_25,0.02116666666666589,26.700533333333333,26.7217
datafile002.ns6,ch_25,0.044666666666667965,27.380766666666666,27.425433333333334
datafile002.ns6,ch_25,0.02643333333333686,52.14273333333333,52.16916666666667
datafile002.ns6,ch_25,0.01566666666666805,53.9919,54.00756666666667
datafile002.ns6,ch_25,0.042200000000001125,61.2269,61.2691
datafile002.ns6,ch_25,0.015333333333330756,64.8198,64.83513333333333
datafile002.ns6,ch_25,0.01849999999998886,65.68636666666667,65.70486666666666
datafile002.ns6,ch_25,0.01630000000000109,67.2828,67.2991
datafile002.ns6,ch_25,0.020933333333331916,67.61736666666667,67.6383
datafile002.ns6,ch_25,0.015333333333330756,69.69103333333334,69.70636666666667
datafile002.ns6,ch_25,0.023166666666668334,72.79413333333333,72.8173
datafile002.ns6,ch_25,0.022199999999998,81.56263333333334,81.58483333333334
datafile002.ns6,ch_25,0.0169000000000068,89.41936666666666,89.43626666666667
datafile002.ns6,ch_25,0.022700000000000387,98.85896666666666,98.88166666666666
datafile002.ns6,ch_25,0.022800000000003706,102.7118,102.7346
datafile002.ns6,ch_25,0.02020000000000266,106.468,106.4882
datafile002.ns6,ch_25,0.0200666666666649,108.87233333333333,108.8924
datafile002.ns6,ch_25,0.03336666666666588,109.6339,109.66726666666666
datafile002.ns6,ch_25,0.01813333333332423,115.18213333333334,115.20026666666666
datafile002.ns6,ch_25,0.025300000000001432,127.57583333333334,127.60113333333334
datafile002.ns6,ch_25,0.04376666666667006,136.76463333333334,136.8084
datafile002.ns6,ch_25,0.01846666666665442,136.95063333333334,136.9691
datafile002.ns6,ch_25,0.01816666666667288,140.0588,140.07696666666666
datafile002.ns6,ch_25,0.03476666666665551,143.4524,143.48716666666667
datafile002.ns6,ch_25,0.05683333333331575,165.8752,165.93203333333332
datafile002.ns6,ch_25,0.015899999999987813,175.62353333333334,175.63943333333333
datafile002.ns6,ch_25,0.02216666666669198,175.66486666666665,175.68703333333335
datafile002.ns6,ch_25,0.03306666666665592,175.71316666666667,175.74623333333332
datafile002.ns6,ch_25,0.01640000000000441,180.45353333333333,180.46993333333333
datafile002.ns6,ch_25,0.017066666666664787,180.5093,180.52636666666666
datafile002.ns6,ch_25,0.02930000000000632,197.0846,197.1139
datafile002.ns6,ch_25,0.019166666666649235,216.1964,216.21556666666666
datafile002.ns6,ch_25,0.028733333333320843,229.59096666666667,229.6197
datafile002.ns6,ch_25,0.044966666666653055,229.73156666666668,229.77653333333333
datafile002.ns6,ch_25,0.032266666666657784,240.0557,240.08796666666666
datafile002.ns6,ch_25,0.05386666666666429,255.2597,255.31356666666667
datafile002.ns6,ch_25,0.015699999999981173,298.9887,299.0044
